customer_id,customer_name,region,end_use,customer_type,city,state,years_as_customer,credit_limit
C04187,Reliable HVAC Works 1,West,HVAC,Small Business,Los Angeles,CA,3,55000
C04188,Pittsburgh General Services 1,Mid-Atlantic,General Construction,Large Commercial,Pittsburgh,PA,8,395000
C04189,Johnson HVAC Solutions 3,Southwest,HVAC,Small Business,Austin,TX,15,100000
C04190,Moore Plumbing Specialists 1,Midwest,Plumbing,Small Business,Chicago,IL,6,35000
C04191,Johnson Residential Experts,Mid-Atlantic,Residential Construction,Large Commercial,Pittsburgh,PA,9,230000
C04192,Cleveland Plumbing Enterprises 1,Midwest,Plumbing,Small Business,Cleveland,OH,1,55000
C04193,Rapid Plumbing Contractors 2,Southwest,Plumbing,Large Commercial,Phoenix,AZ,10,180000
C04194,Summit General Inc,Southeast,General Construction,Small Business,Jacksonville,FL,14,90000
C04195,Jacksonville Residential Supply 1,Southeast,Residential Construction,Small Business,Jacksonville,FL,2,85000
C04196,Painting Supply 4,Southeast,Painting,Independent Contractor,Jacksonville,FL,12,20000
C04197,Anderson HVAC Solutions,West,HVAC,Large Commercial,San Diego,CA,7,100000
C04198,Elite General Supply 1,Midwest,General Construction,Small Commercial,Cleveland,OH,6,75000
C04199,Brown General Services 2,West,General Construction,Small Business,Los Angeles,CA,1,45000
C04200,Richmond Painting LLC 1,Mid-Atlantic,Painting,Small Commercial,Richmond,VA,8,145000
C04201,Reliable Painting Specialists,Northeast,Painting,Small Commercial,Boston,MA,8,80000
C04202,Philadelphia General Inc 1,Mid-Atlantic,General Construction,Large Commercial,Philadelphia,PA,9,305000
C04203,Premier General Group,West,General Construction,Large Commercial,San Jose,CA,12,120000
C04204,Metro Plumbing Works 1,Midwest,Plumbing,Large Commercial,Indianapolis,IN,4,135000
C04205,Brown Residential Co 1,Mid-Atlantic,Residential Construction,Small Business,Richmond,VA,6,90000
C04206,Indianapolis Electrical Works,Midwest,Electrical,Small Commercial,Indianapolis,IN,13,130000
C04207,Moore & Sons Residential 3,Northwest,Residential Construction,Independent Contractor,Portland,OR,2,15000
C04208,Orlando Carpentry Pros,Southeast,Carpentry,Small Business,Orlando,FL,15,60000
C04209,Milwaukee Painting Solutions 1,Midwest,Painting,Large Commercial,Milwaukee,WI,6,395000
C04210,Superior Plumbing Solutions,Northeast,Plumbing,Small Business,Providence,RI,10,25000
C04211,Smith General Specialists 4,Southwest,General Construction,Small Business,Austin,TX,13,70000
C04212,Superior Plumbing Supply 1,West,Plumbing,Small Business,San Jose,CA,1,100000
C04213,Atlanta Residential Solutions 1,Southeast,Residential Construction,Small Commercial,Atlanta,GA,1,120000
C04214,Pittsburgh Electrical Solutions 2,Mid-Atlantic,Electrical,Small Commercial,Pittsburgh,PA,14,100000
C04215,Miami General Specialists,Southeast,General Construction,Small Commercial,Miami,FL,3,120000
C04216,Anderson Residential Experts,Southeast,Residential Construction,Small Commercial,Atlanta,GA,15,125000
C04217,Prime Residential Services 1,Southwest,Residential Construction,Small Commercial,Austin,TX,9,120000
C04218,San Jose Flooring Experts,West,Flooring,Small Business,San Jose,CA,10,95000
C04219,Plumbing Supply 3,Northeast,Plumbing,Large Commercial,Boston,MA,10,365000
C04220,Atlanta Roofing Specialists 1,Southeast,Roofing,Large Commercial,Atlanta,GA,10,315000
C04221,Indianapolis General Enterprises 3,Midwest,General Construction,Large Commercial,Indianapolis,IN,8,375000
C04222,Lee Flooring Inc,Southeast,Flooring,Large Commercial,Jacksonville,FL,13,195000
C04223,Clark Plumbing Solutions,Mid-Atlantic,Plumbing,Large Commercial,Baltimore,MD,4,140000
C04224,Boise General Contractors,Northwest,General Construction,Small Business,Boise,ID,2,95000
C04225,Philadelphia General Enterprises 2,Mid-Atlantic,General Construction,Small Commercial,Philadelphia,PA,5,105000
C04226,Phoenix Painting Inc,Southwest,Painting,Small Commercial,Phoenix,AZ,7,135000
C04227,Rapid Residential Enterprises 4,Northwest,Residential Construction,Small Commercial,Portland,OR,12,140000
C04228,Rapid Painting Services,West,Painting,Independent Contractor,San Francisco,CA,2,40000
C04229,San Jose HVAC Inc 1,West,HVAC,Small Commercial,San Jose,CA,11,160000
C04230,Complete Residential Specialists 1,Southeast,Residential Construction,Large Commercial,Jacksonville,FL,4,140000
C04231,Pro General LLC 3,Northeast,General Construction,Small Business,Newark,NJ,6,75000
C04232,Pro Residential Inc,Midwest,Residential Construction,Small Business,Milwaukee,WI,6,50000
C04233,Metro Painting Works,West,Painting,Small Commercial,San Diego,CA,12,80000
C04234,New York Roofing Experts 1,Northeast,Roofing,Large Commercial,New York,NY,10,125000
C04235,Los Angeles HVAC Co,West,HVAC,Small Business,Los Angeles,CA,9,90000
C04236,Electrical Works 3,Southeast,Electrical,Small Business,Miami,FL,13,85000
C04237,Premier Painting Services 2,Midwest,Painting,Small Commercial,Indianapolis,IN,5,130000
C04238,Lee Residential Group 1,Northeast,Residential Construction,Large Commercial,New York,NY,12,360000
C04239,Wilson Residential Pros 2,Southwest,Residential Construction,Small Commercial,Houston,TX,7,85000
C04240,Moore Plumbing Contractors 1,Southeast,Plumbing,Large Commercial,Atlanta,GA,5,490000
C04241,Anderson Painting Inc,Southeast,Painting,Small Business,Atlanta,GA,5,60000
C04242,Superior Residential Solutions 2,Southwest,Residential Construction,Small Business,Austin,TX,13,85000
C04243,Dallas Residential Specialists 1,Southwest,Residential Construction,Small Business,Dallas,TX,7,20000
C04244,Premier Painting Group 3,Midwest,Painting,Small Commercial,Milwaukee,WI,14,70000
C04245,Orlando Residential Contractors,Southeast,Residential Construction,Small Business,Orlando,FL,7,95000
C04246,Los Angeles Residential Services,West,Residential Construction,Small Commercial,Los Angeles,CA,8,160000
C04247,Summit General Co,Southeast,General Construction,Small Commercial,Atlanta,GA,7,125000
C04248,Richmond Plumbing LLC,Mid-Atlantic,Plumbing,Small Commercial,Richmond,VA,15,90000
C04249,Anderson Electrical Pros 1,Midwest,Electrical,Small Commercial,Cleveland,OH,11,180000
C04250,Rodriguez Plumbing Specialists,Northeast,Plumbing,Small Commercial,Buffalo,NY,1,55000
C04251,Richmond General Pros,Mid-Atlantic,General Construction,Independent Contractor,Richmond,VA,11,40000
C04252,Buffalo HVAC Pros 1,Northeast,HVAC,Small Commercial,Buffalo,NY,15,85000
C04253,Dynamic Painting Pros,West,Painting,Small Commercial,Los Angeles,CA,6,80000
C04254,Lee Residential Experts 2,Mid-Atlantic,Residential Construction,Large Commercial,Richmond,VA,12,160000
C04255,Anderson & Sons General 3,Mid-Atlantic,General Construction,Small Commercial,Baltimore,MD,11,50000
C04256,Moore & Sons Painting 1,Midwest,Painting,Small Business,Indianapolis,IN,9,70000
C04257,Los Angeles HVAC Supply 1,West,HVAC,Small Commercial,Los Angeles,CA,10,130000
C04258,Anderson Painting Works 1,Mid-Atlantic,Painting,Small Commercial,Pittsburgh,PA,12,160000
C04259,San Jose General Co,West,General Construction,Large Commercial,San Jose,CA,2,100000
C04260,Austin Electrical Works 2,Southwest,Electrical,Large Commercial,Austin,TX,2,435000
C04261,Garcia HVAC Works 1,Southwest,HVAC,Independent Contractor,San Antonio,TX,10,5000
C04262,Smith Plumbing Inc 2,Southwest,Plumbing,Large Commercial,Dallas,TX,13,285000
C04263,Professional Residential Experts 1,West,Residential Construction,Large Commercial,San Francisco,CA,12,330000
C04264,Advanced Painting Co 2,West,Painting,Large Commercial,Los Angeles,CA,10,390000
C04265,Dallas Plumbing Group 1,Southwest,Plumbing,Large Commercial,Dallas,TX,1,280000
C04266,Reliable General Pros 1,Southwest,General Construction,Small Commercial,Austin,TX,7,115000
C04267,Houston Residential Pros,Southwest,Residential Construction,Large Commercial,Houston,TX,2,360000
C04268,Thomas Plumbing Group,Northwest,Plumbing,Large Commercial,Boise,ID,5,390000
C04269,Phoenix General Experts 3,Southwest,General Construction,Small Commercial,Phoenix,AZ,12,100000
C04270,Pro Painting Group 3,West,Painting,Independent Contractor,Los Angeles,CA,2,10000
C04271,Indianapolis HVAC Enterprises,Midwest,HVAC,Small Business,Indianapolis,IN,3,55000
C04272,Lee & Sons Electrical 1,Southwest,Electrical,Large Commercial,Dallas,TX,9,280000
C04273,Buffalo General Inc 3,Northeast,General Construction,Small Commercial,Buffalo,NY,12,130000
C04274,Anderson Residential Contractors,Southwest,Residential Construction,Large Commercial,Dallas,TX,7,435000
C04275,Cleveland Flooring Supply 1,Midwest,Flooring,Large Commercial,Cleveland,OH,1,290000
C04276,Smith & Sons Painting 2,West,Painting,Independent Contractor,Los Angeles,CA,1,20000
C04277,Sacramento Masonry Services,West,Masonry,Small Commercial,Sacramento,CA,7,80000
C04278,Taylor Painting LLC 2,Midwest,Painting,Small Commercial,Chicago,IL,1,140000
C04279,Davis General LLC 1,Midwest,General Construction,Small Commercial,Cleveland,OH,11,150000
C04280,Elite General Group 1,West,General Construction,Independent Contractor,Sacramento,CA,6,15000
C04281,Rodriguez Residential Inc 3,Southeast,Residential Construction,Small Business,Orlando,FL,8,80000
C04282,Taylor General Services 1,Northeast,General Construction,Small Commercial,Buffalo,NY,12,170000
C04283,Metro Carpentry Specialists,Southeast,Carpentry,Small Business,Miami,FL,6,75000
C04284,Philadelphia Masonry Services 1,Mid-Atlantic,Masonry,Small Commercial,Philadelphia,PA,12,150000
C04285,Johnson Residential Co 1,West,Residential Construction,Small Commercial,San Francisco,CA,10,160000
C04286,Cleveland General Supply 3,Midwest,General Construction,Small Commercial,Cleveland,OH,6,140000
C04287,Moore Plumbing Pros,West,Plumbing,Large Commercial,San Jose,CA,14,335000
C04288,San Jose Painting Specialists 2,West,Painting,Large Commercial,San Jose,CA,12,215000
C04289,Johnson HVAC Enterprises,Southeast,HVAC,Large Commercial,Jacksonville,FL,3,500000
C04290,Precision General Works 1,Northeast,General Construction,Small Business,Boston,MA,15,55000
C04291,Johnson Electrical LLC 3,Southeast,Electrical,Small Business,Miami,FL,14,50000
C04292,Kansas City HVAC Co,South Central,HVAC,Small Commercial,Kansas City,MO,1,105000
C04293,Thomas Plumbing LLC,Mid-Atlantic,Plumbing,Small Commercial,Pittsburgh,PA,2,90000
C04294,Rodriguez General Group,Northeast,General Construction,Small Business,Newark,NJ,15,35000
C04295,Professional Painting Experts 2,West,Painting,Small Business,San Jose,CA,4,70000
C04296,Ultimate Painting Group 1,Northwest,Painting,Small Business,Boise,ID,3,25000
C04297,Thomas Residential Contractors 2,Southwest,Residential Construction,Small Commercial,Houston,TX,12,130000
C04298,Metro Residential Experts,Midwest,Residential Construction,Small Commercial,Milwaukee,WI,6,65000
C04299,Anderson Roofing Experts,Southeast,Roofing,Small Business,Atlanta,GA,4,75000
C04300,Lee General Co 1,Southeast,General Construction,Independent Contractor,Jacksonville,FL,8,25000
C04301,Jacksonville Residential Co 3,Southeast,Residential Construction,Small Commercial,Jacksonville,FL,4,105000
C04302,Reliable Electrical Solutions,Southwest,Electrical,Small Commercial,Austin,TX,3,170000
C04303,Advanced Electrical Contractors,West,Electrical,Large Commercial,Los Angeles,CA,7,465000
C04304,Sacramento Plumbing Services 3,West,Plumbing,Large Commercial,Sacramento,CA,6,250000
C04305,Superior HVAC Specialists 3,Northeast,HVAC,Large Commercial,New York,NY,7,435000
C04306,Taylor Painting Group 2,West,Painting,Large Commercial,Sacramento,CA,1,185000
C04307,Lee Masonry Experts,Southeast,Masonry,Small Business,Atlanta,GA,9,35000
C04308,Smith & Sons Residential 3,West,Residential Construction,Small Commercial,San Francisco,CA,8,85000
C04309,Expert General Specialists 1,Southeast,General Construction,Large Commercial,Orlando,FL,8,425000
C04310,Garcia Residential Enterprises 1,Southeast,Residential Construction,Small Business,Miami,FL,11,25000
C04311,Taylor HVAC Experts,Southwest,HVAC,Small Business,San Antonio,TX,13,30000
C04312,General Masters 4,Southeast,General Construction,Large Commercial,Orlando,FL,2,140000
C04313,Martinez Painting LLC 1,Northeast,Painting,Large Commercial,Newark,NJ,10,270000
C04314,Orlando Painting Works 2,Southeast,Painting,Small Business,Orlando,FL,5,50000
C04315,Johnson Painting Enterprises 1,West,Painting,Small Business,Los Angeles,CA,9,70000
C04316,Metro Electrical Enterprises 3,Southwest,Electrical,Independent Contractor,San Antonio,TX,12,10000
C04317,San Diego Plumbing Solutions 2,West,Plumbing,Independent Contractor,San Diego,CA,5,15000
C04318,Certified General Co,West,General Construction,Small Business,Los Angeles,CA,15,85000
C04319,Providence HVAC Group,Northeast,HVAC,Large Commercial,Providence,RI,13,500000
C04320,Atlanta Plumbing Co,Southeast,Plumbing,Small Commercial,Atlanta,GA,5,175000
C04321,Pro General Pros 4,Southeast,General Construction,Large Commercial,Miami,FL,5,200000
C04322,Phoenix Painting LLC 1,Southwest,Painting,Small Commercial,Phoenix,AZ,15,75000
C04323,Wilson Painting Supply 1,Northwest,Painting,Independent Contractor,Portland,OR,12,15000
C04324,Professional Electrical Inc,West,Electrical,Small Commercial,San Diego,CA,13,120000
C04325,Clark Residential LLC,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,15,200000
C04326,Metro Residential Pros,Midwest,Residential Construction,Small Commercial,Cleveland,OH,1,175000
C04327,Expert Plumbing Works,Midwest,Plumbing,Large Commercial,Milwaukee,WI,13,325000
C04328,Reliable Painting LLC 1,West,Painting,Large Commercial,San Diego,CA,15,205000
C04329,Lee Plumbing Specialists 3,West,Plumbing,Small Commercial,Los Angeles,CA,14,60000
C04330,Atlanta Residential Services,Southeast,Residential Construction,Large Commercial,Atlanta,GA,11,225000
C04331,Atlanta Flooring Co,Southeast,Flooring,Large Commercial,Atlanta,GA,6,480000
C04332,Expert Painting Specialists 1,Midwest,Painting,Small Commercial,Chicago,IL,10,65000
C04333,Wilson & Sons Electrical 2,Northeast,Electrical,Large Commercial,Newark,NJ,3,205000
C04334,Rapid General Group,West,General Construction,Small Business,San Francisco,CA,10,60000
C04335,Pro General Services,Southeast,General Construction,Small Commercial,Atlanta,GA,14,130000
C04336,Spokane Electrical Works,Northwest,Electrical,Small Business,Spokane,WA,2,65000
C04337,Elite Painting Group,Midwest,Painting,Large Commercial,Indianapolis,IN,14,115000
C04338,Complete General Co,West,General Construction,Large Commercial,San Jose,CA,11,290000
C04339,Clark Electrical Solutions 1,Northeast,Electrical,Small Commercial,Newark,NJ,10,95000
C04340,Jacksonville General Enterprises,Southeast,General Construction,Small Commercial,Jacksonville,FL,10,65000
C04341,Quality Plumbing Contractors 1,Southwest,Plumbing,Small Business,San Antonio,TX,5,35000
C04342,Elite Residential Inc 1,South Central,Residential Construction,Large Commercial,Little Rock,AR,4,135000
C04343,Orlando Residential Contractors 2,Southeast,Residential Construction,Large Commercial,Orlando,FL,3,445000
C04344,Clark & Sons Flooring 1,Southwest,Flooring,Large Commercial,Houston,TX,3,350000
C04345,Miami HVAC LLC,Southeast,HVAC,Small Commercial,Miami,FL,3,100000
C04346,Thomas Residential LLC 1,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,14,120000
C04347,Miami Residential Works,Southeast,Residential Construction,Independent Contractor,Miami,FL,15,20000
C04348,Anderson Landscaping Supply,Northeast,Landscaping,Small Business,Providence,RI,15,85000
C04349,Davis Residential Group 1,Northeast,Residential Construction,Large Commercial,Newark,NJ,2,125000
C04350,Atlanta Residential Supply 1,Southeast,Residential Construction,Small Commercial,Atlanta,GA,1,190000
C04351,Martinez General Contractors 1,Midwest,General Construction,Small Business,Chicago,IL,13,90000
C04352,Detroit Painting Pros,Midwest,Painting,Small Commercial,Detroit,MI,6,95000
C04353,Pittsburgh Landscaping Works 1,Mid-Atlantic,Landscaping,Small Business,Pittsburgh,PA,3,95000
C04354,Kansas City Landscaping Works,South Central,Landscaping,Independent Contractor,Kansas City,MO,9,30000
C04355,Premier Electrical Group,Northeast,Electrical,Small Business,New York,NY,13,100000
C04356,Tampa HVAC Enterprises,Southeast,HVAC,Large Commercial,Tampa,FL,14,390000
C04357,Taylor Plumbing LLC,Southeast,Plumbing,Large Commercial,Tampa,FL,5,215000
C04358,New York Painting Inc,Northeast,Painting,Small Commercial,New York,NY,9,145000
C04359,Quality Residential Specialists,Northeast,Residential Construction,Large Commercial,Providence,RI,10,475000
C04360,Taylor HVAC LLC 2,West,HVAC,Large Commercial,Los Angeles,CA,6,100000
C04361,Anderson & Sons Plumbing 3,Midwest,Plumbing,Small Commercial,Chicago,IL,10,145000
C04362,Clark Residential Co,Northeast,Residential Construction,Small Commercial,Newark,NJ,7,160000
C04363,Portland Carpentry Co,Northwest,Carpentry,Large Commercial,Portland,OR,15,105000
C04364,Milwaukee Painting Group 3,Midwest,Painting,Large Commercial,Milwaukee,WI,15,335000
C04365,Atlanta General Supply,Southeast,General Construction,Large Commercial,Atlanta,GA,1,305000
C04366,Buffalo Residential Specialists 1,Northeast,Residential Construction,Large Commercial,Buffalo,NY,12,325000
C04367,Los Angeles General Enterprises 2,West,General Construction,Small Business,Los Angeles,CA,15,85000
C04368,Superior Flooring Supply,Southwest,Flooring,Small Business,Phoenix,AZ,1,60000
C04369,Moore Plumbing LLC 4,West,Plumbing,Large Commercial,San Diego,CA,12,225000
C04370,Baltimore Residential Co 1,Mid-Atlantic,Residential Construction,Small Business,Baltimore,MD,2,90000
C04371,Anderson & Sons Electrical 2,West,Electrical,Small Business,San Francisco,CA,8,70000
C04372,Taylor General Solutions,Mid-Atlantic,General Construction,Large Commercial,Philadelphia,PA,10,370000
C04373,San Antonio Residential Services 1,Southwest,Residential Construction,Large Commercial,San Antonio,TX,2,110000
C04374,Quality Residential Supply,South Central,Residential Construction,Small Commercial,Kansas City,MO,13,100000
C04375,Milwaukee Residential Supply 3,Midwest,Residential Construction,Small Business,Milwaukee,WI,7,65000
C04376,Metro Roofing Group,Southeast,Roofing,Large Commercial,Atlanta,GA,2,420000
C04377,Premier Roofing Inc,West,Roofing,Small Commercial,Los Angeles,CA,8,55000
C04378,Rodriguez Painting Experts 1,West,Painting,Large Commercial,San Jose,CA,11,500000
C04379,Moore Residential LLC 1,West,Residential Construction,Small Business,Los Angeles,CA,4,40000
C04380,Boise Residential Contractors 2,Northwest,Residential Construction,Small Business,Boise,ID,5,40000
C04381,Precision Painting Contractors,West,Painting,Large Commercial,Sacramento,CA,14,350000
C04382,Summit HVAC Inc,West,HVAC,Small Commercial,Los Angeles,CA,4,100000
C04383,San Antonio Electrical LLC,Southwest,Electrical,Small Commercial,San Antonio,TX,12,125000
C04384,Detroit HVAC Specialists,Midwest,HVAC,Small Business,Detroit,MI,4,75000
C04385,Professional General Pros,Southeast,General Construction,Small Business,Tampa,FL,13,30000
C04386,Carpentry Pros,Northeast,Carpentry,Small Business,Providence,RI,8,90000
C04387,Summit Flooring Co 1,Southeast,Flooring,Small Commercial,Tampa,FL,8,120000
C04388,New York Residential Works 2,Northeast,Residential Construction,Small Business,New York,NY,8,45000
C04389,Ultimate Plumbing Contractors 1,West,Plumbing,Large Commercial,San Francisco,CA,6,315000
C04390,Newark Plumbing Contractors 1,Northeast,Plumbing,Large Commercial,Newark,NJ,2,440000
C04391,Pioneer Plumbing Specialists 1,Southeast,Plumbing,Small Business,Miami,FL,11,35000
C04392,San Antonio Painting Works 1,Southwest,Painting,Small Business,San Antonio,TX,2,70000
C04393,National Roofing Contractors,Southwest,Roofing,Large Commercial,San Antonio,TX,14,295000
C04394,Smith Electrical Specialists,Northeast,Electrical,Large Commercial,New York,NY,10,300000
C04395,Davis Residential LLC 1,Southwest,Residential Construction,Small Business,San Antonio,TX,3,25000
C04396,Martinez & Sons Carpentry 2,Northeast,Carpentry,Small Commercial,Boston,MA,1,155000
C04397,Richmond HVAC Specialists 2,Mid-Atlantic,HVAC,Small Business,Richmond,VA,6,60000
C04398,Davis Plumbing Experts 2,Southwest,Plumbing,Independent Contractor,Houston,TX,12,15000
C04399,New York General Specialists 1,Northeast,General Construction,Independent Contractor,New York,NY,11,5000
C04400,Thomas Carpentry Inc 1,Mid-Atlantic,Carpentry,Independent Contractor,Philadelphia,PA,2,15000
C04401,Rodriguez HVAC Supply 1,Southwest,HVAC,Small Commercial,Houston,TX,1,190000
C04402,Clark General Experts 1,Northwest,General Construction,Small Business,Seattle,WA,2,100000
C04403,Phoenix General Enterprises,Southwest,General Construction,Small Commercial,Phoenix,AZ,5,95000
C04404,Davis General Enterprises 4,Midwest,General Construction,Small Business,Indianapolis,IN,1,55000
C04405,Rapid Plumbing Specialists,Southwest,Plumbing,Independent Contractor,Phoenix,AZ,5,20000
C04406,Chicago Plumbing Contractors,Midwest,Plumbing,Small Commercial,Chicago,IL,14,110000
C04407,Anderson Electrical Contractors,Northeast,Electrical,Small Business,Providence,RI,10,25000
C04408,Davis Residential Works 1,Midwest,Residential Construction,Large Commercial,Chicago,IL,10,420000
C04409,Rapid Residential Co 2,Mid-Atlantic,Residential Construction,Small Commercial,Baltimore,MD,2,65000
C04410,Baltimore General Services 2,Mid-Atlantic,General Construction,Large Commercial,Baltimore,MD,2,265000
C04411,Pittsburgh Painting Experts 1,Mid-Atlantic,Painting,Large Commercial,Pittsburgh,PA,6,480000
C04412,Sacramento General Solutions 3,West,General Construction,Large Commercial,Sacramento,CA,15,340000
C04413,Martinez Residential Solutions 1,Midwest,Residential Construction,Large Commercial,Indianapolis,IN,2,195000
C04414,Pro Painting Inc,West,Painting,Small Commercial,Los Angeles,CA,10,180000
C04415,Advanced HVAC LLC,Mid-Atlantic,HVAC,Large Commercial,Philadelphia,PA,8,165000
C04416,San Antonio HVAC LLC,Southwest,HVAC,Small Business,San Antonio,TX,13,25000
C04417,Thomas Residential Experts 2,Southwest,Residential Construction,Large Commercial,Dallas,TX,11,255000
C04418,Smith Residential Inc 2,Midwest,Residential Construction,Small Business,Cleveland,OH,14,85000
C04419,San Jose HVAC Pros 3,West,HVAC,Independent Contractor,San Jose,CA,13,10000
C04420,Thomas Painting Enterprises,Southeast,Painting,Large Commercial,Atlanta,GA,15,300000
C04421,Orlando Painting Supply,Southeast,Painting,Small Business,Orlando,FL,11,75000
C04422,Los Angeles Residential Enterprises 2,West,Residential Construction,Small Business,Los Angeles,CA,4,40000
C04423,San Francisco Painting Solutions,West,Painting,Small Business,San Francisco,CA,9,25000
C04424,Garcia HVAC LLC 2,Northeast,HVAC,Large Commercial,Buffalo,NY,14,415000
C04425,Thomas General Services,Northeast,General Construction,Small Business,Providence,RI,6,60000
C04426,Lee General Contractors 2,Midwest,General Construction,Small Commercial,Cleveland,OH,13,195000
C04427,Metro Residential Pros 3,Southwest,Residential Construction,Small Business,San Antonio,TX,1,80000
C04428,Martinez General Supply 1,Southeast,General Construction,Small Commercial,Jacksonville,FL,11,120000
C04429,Anderson & Sons Residential 2,Southwest,Residential Construction,Small Commercial,Phoenix,AZ,13,110000
C04430,Martinez General Solutions 1,West,General Construction,Large Commercial,Los Angeles,CA,5,325000
C04431,Quality Plumbing LLC,Northeast,Plumbing,Large Commercial,Providence,RI,10,490000
C04432,Detroit General Pros 2,Midwest,General Construction,Small Business,Detroit,MI,3,75000
C04433,Advanced Roofing Enterprises 1,Northeast,Roofing,Small Commercial,Boston,MA,1,80000
C04434,HVAC Pros 2,West,HVAC,Large Commercial,Los Angeles,CA,15,435000
C04435,Phoenix General Pros 2,Southwest,General Construction,Small Commercial,Phoenix,AZ,2,175000
C04436,Taylor & Sons Residential 3,Midwest,Residential Construction,Small Business,Milwaukee,WI,10,75000
C04437,Professional General Supply 1,Midwest,General Construction,Large Commercial,Milwaukee,WI,14,280000
C04438,New York Plumbing Group 1,Northeast,Plumbing,Independent Contractor,New York,NY,15,25000
C04439,Baltimore Residential Experts 1,Mid-Atlantic,Residential Construction,Small Business,Baltimore,MD,7,35000
C04440,Johnson & Sons Roofing,Southeast,Roofing,Large Commercial,Atlanta,GA,5,345000
C04441,Elite General LLC 2,Southwest,General Construction,Large Commercial,Phoenix,AZ,6,100000
C04442,Professional Plumbing Enterprises 1,Mid-Atlantic,Plumbing,Independent Contractor,Baltimore,MD,11,25000
C04443,Buffalo Electrical Enterprises,Northeast,Electrical,Small Commercial,Buffalo,NY,15,130000
C04444,Davis Plumbing Experts,Northwest,Plumbing,Independent Contractor,Portland,OR,13,25000
C04445,Brown Residential Supply 2,West,Residential Construction,Small Commercial,San Francisco,CA,13,70000
C04446,National Residential Inc 2,Northeast,Residential Construction,Small Business,Providence,RI,1,20000
C04447,Los Angeles Plumbing Inc,West,Plumbing,Small Commercial,Los Angeles,CA,5,80000
C04448,Wilson HVAC Specialists,Mid-Atlantic,HVAC,Small Business,Richmond,VA,13,80000
C04449,National Residential Solutions,Northwest,Residential Construction,Small Commercial,Boise,ID,8,85000
C04450,Premier Painting Works,West,Painting,Large Commercial,Los Angeles,CA,9,220000
C04451,Professional Residential Works 1,West,Residential Construction,Large Commercial,Sacramento,CA,4,245000
C04452,Orlando General Contractors 1,Southeast,General Construction,Large Commercial,Orlando,FL,2,295000
C04453,Anderson Carpentry Solutions,Southeast,Carpentry,Large Commercial,Miami,FL,10,115000
C04454,Professional Plumbing Group 1,Southeast,Plumbing,Independent Contractor,Tampa,FL,3,5000
C04455,Certified General Works,Southeast,General Construction,Large Commercial,Tampa,FL,14,275000
C04456,Thomas Electrical LLC 1,Southwest,Electrical,Small Business,Dallas,TX,3,55000
C04457,Garcia Electrical Inc 1,West,Electrical,Independent Contractor,San Jose,CA,8,30000
C04458,Premier General Co 1,Southeast,General Construction,Large Commercial,Jacksonville,FL,9,135000
C04459,Expert Electrical Solutions,Midwest,Electrical,Small Commercial,Chicago,IL,1,75000
C04460,Anderson General Solutions 3,Northwest,General Construction,Large Commercial,Boise,ID,9,410000
C04461,Rapid Painting Works 3,Southwest,Painting,Large Commercial,Austin,TX,14,380000
C04462,Martinez Painting Experts 1,West,Painting,Small Commercial,San Diego,CA,3,130000
C04463,Atlanta General LLC 1,Southeast,General Construction,Small Business,Atlanta,GA,5,55000
C04464,Buffalo Carpentry Inc 2,Northeast,Carpentry,Small Business,Buffalo,NY,8,80000
C04465,Dallas Residential Works,Southwest,Residential Construction,Small Business,Dallas,TX,15,65000
C04466,Expert Plumbing Co,West,Plumbing,Small Commercial,Sacramento,CA,15,155000
C04467,Pro Electrical LLC 3,Southeast,Electrical,Small Business,Tampa,FL,7,85000
C04468,Certified Painting Experts,Southeast,Painting,Small Commercial,Orlando,FL,10,85000
C04469,Davis Plumbing LLC 1,Northeast,Plumbing,Small Business,Newark,NJ,2,45000
C04470,Dallas General Contractors 2,Southwest,General Construction,Small Commercial,Dallas,TX,4,195000
C04471,Anderson Residential Works 1,Southeast,Residential Construction,Small Commercial,Miami,FL,4,110000
C04472,Thomas Plumbing Works,Southwest,Plumbing,Small Commercial,Austin,TX,3,115000
C04473,Baltimore Landscaping Specialists,Mid-Atlantic,Landscaping,Large Commercial,Baltimore,MD,12,200000
C04474,Smith Painting Group,Southeast,Painting,Independent Contractor,Orlando,FL,6,35000
C04475,Baltimore General LLC,Mid-Atlantic,General Construction,Large Commercial,Baltimore,MD,1,450000
C04476,Brown & Sons HVAC 2,Midwest,HVAC,Small Commercial,Indianapolis,IN,3,160000
C04477,Johnson Masonry LLC,Southwest,Masonry,Small Commercial,Phoenix,AZ,10,135000
C04478,Summit Painting LLC 2,Midwest,Painting,Small Commercial,Chicago,IL,4,190000
C04479,Philadelphia Residential Group 1,Mid-Atlantic,Residential Construction,Small Business,Philadelphia,PA,10,100000
C04480,Thomas Residential LLC 2,Southwest,Residential Construction,Small Business,Austin,TX,7,25000
C04481,Johnson Painting LLC 2,West,Painting,Large Commercial,San Jose,CA,13,275000
C04482,Lee Flooring Contractors,Northeast,Flooring,Small Business,Boston,MA,4,80000
C04483,Clark HVAC Group 1,Southeast,HVAC,Independent Contractor,Miami,FL,14,10000
C04484,Superior Roofing Contractors 1,Mid-Atlantic,Roofing,Small Commercial,Pittsburgh,PA,6,180000
